Comparative Politics,Arts & Humanities,Political Science
"Understanding Regulation: Theory, Strategy, and Practice",Law,Corporate
Molecular Biology of Cancer,Medical,Oncology
Introduction to Marketing Theory & Practice,Engineering,Mechanical Engineering
The Cell: A Very Short Introduction,Mathematics & Sciences,Microbiology
Maths for Economics,Mathematics & Sciences,Mathematics & Statistics
Marketing,Business & Management,Management
Introduction to Bioinformatics,Engineering,BioTechnology
Corporate Governance,Business & Management,Management
Energy Science: Principles Technologies & Impacts,Engineering,Agricultural Engineering
Oxford Handbook of Oral & Maxillofacial Surgery,Medical,Surgery
"Instructor's Solutions Manual to Accompany Atkins' Physical Chemistry, 9th Ed",Mathematics & Sciences,Chemistry
"The Bonfire of the Liberties: New Labour, Human Rights, and the Rule of Law",Law,Civil
"Torture, Terror, and Trade - Offs: Philosophy for the White House",Arts & Humanities,Philosophy
Oxford Handbook of Nutrition and Dietetics,Medical,Nutrition
Dictionary of Modern English Usage,Engineering,Automobile Engineering
Oxford Handbook of Ophthalmology,Medical,Ophthalmology
Oxford Handboook of Clinical Pathology,Medical,Pathology
"Atkins Physical Chemistry Vol 2, 9th Ed",Medical,Pharmacy
Electrical Properties of Materials,Engineering,Biochemical / Biomedical Engineering
Public Finance & Public Choice Analytical Perspectives,Business & Management,Finance
Marketing Research Tools & Techniques,Business & Management,Management
"Physical Chemistry, 9th Ed",Mathematics & Sciences,Chemistry
Shriver & Atkins Inorganic Chemistry,Mathematics & Sciences,Chemistry
Discord: the Story of Noise,Mathematics & Sciences,Physics
Evidence,Law,Civil
Magnetism,Mathematics & Sciences,Physics
Stars A Very Short Introduction,Mathematics & Sciences,Space Science
Elements of Physical Chemistry,Mathematics & Sciences,Chemistry
Dna Cloning - Expression Systems,Engineering,Biochemical / Biomedical Engineering
Applied Microbial Physiology: A Practical Approach,Medical,Anatomy
Combinatorial Chemistry,Mathematics & Sciences,Chemistry
The Yeast Nucleus,Mathematics & Sciences,Microbiology
Functional Genomics: A Practical Approach (Practical Approach Series),Engineering,Biochemical / Biomedical Engineering
Molecular And Cellular Glycobiology,Mathematics & Sciences,Other Mathematics & Sciences
Biosensors (The Practical Approach Series),Engineering,Biochemical / Biomedical Engineering
"Organizational Traps: Leadership, Culture, Organizational Design",Business & Management,Business
MCQs for the Primary Frca,Medical,Anaesthesiology
"Textbook on Civil Liberties and Human Rights, 9th Ed",Law,Civil
Economics,Business & Management,Economics
Oxford Handbook of Cardiology,Medical,Cardiology
"Casebook on Torts, 12th Ed",Law,Civil
End of Discovery,Mathematics & Sciences,Physics
Business Statistics Using Excel,Mathematics & Sciences,Mathematics & Statistics
"Understanding Strategic Management, 2nd Ed",Business & Management,Management
Environmental Chemistry A Global Prespective,Mathematics & Sciences,Chemistry
Aftermath: the Cultures of the Economic Crisis,Business & Management,Economics
Oxford History of English,Arts & Humanities,Language and Literature
Computer Law,Engineering,Information Technology
Oxford French Mini Dictionary,Engineering,Biochemical / Biomedical Engineering
Reactions: the Private Life of Atoms,Mathematics & Sciences,Chemistry
Business Ethics,Business & Management,Management
Getting Started with Matlab: A Quick Introduction for Scientists and Engineers,Engineering,Electrical Engineering
Introduction to Clinical Neurology,Medical,Neurology
Introducing Philosophy: A Text with Integrated Readings,Arts & Humanities,Philosophy
Cmos Analog Circuit Design,Engineering,Electronics and Communication Engineering
Managerial Economics In A Global Economy,Business & Management,Economics
Goddess of the Market Ayn Rand & the American Right,Arts & Humanities,Philosophy
Quantum Mechanics,Mathematics & Sciences,Physics
"Safeware: System Safety and Computers, Sphigs Software",Engineering,Computer Science Engineering
"Cadcam: Principles, Practice and Manufacturing Management, 2nd Ed",Engineering,Automobile Engineering
"A Book on C: Programming In C, 4th Ed",Engineering,Computer Science Engineering
Gigabit Ethernet: Technology and Applications for High - Speed Lans,Engineering,Computer Science Engineering
Directx Rdx Rsx & Mmx Technology A Jumpstart Guide to High Performance Apis,Engineering,Instrumentation Engineering
"Generative Programming: Methods, Tools, and Applications",Engineering,Instrumentation Engineering
Introduction to Electronic Circuit Design,Engineering,Electronics and Communication Engineering
Mathematical Methods and Algorithms for Signal Processing,Engineering,Electronics and Communication Engineering
Introductionthermal Physics,Mathematics & Sciences,Physics
User Centered Web Design - Professional Reference Ed,Engineering,Computer Science Engineering
Win 32 Client/Server Developer's Guide,Engineering,Instrumentation Engineering
The Annotated Vrml 2.0 Reference Manual,Engineering,Computer Science Engineering
Computer Security: Art and Science,Engineering,Computer Science Engineering
Real - Time Programming: A Guide to 32 - Bit Embedded Development,Engineering,Electrical Engineering
Modern Control Systems Analysis & Design,Engineering,Electronics and Communication Engineering
"Introduction to the Theory of Neural Computation, (Vol I) (Santa Fe Institute Series)",Engineering,Computer Science Engineering
Multinational Business Finance,Business & Management,Finance
Computational Complexity,Engineering,Computer Science Engineering
Introduction to Parallel Algorithms,Engineering,Computer Science Engineering
Introduction to Computer Graphics,Engineering,Computer Science Engineering
"Distributed Systems, 2nd Ed",Engineering,Instrumentation Engineering
Cdma: Principles of Spread Spectrum Communication,Engineering,Electronics and Communication Engineering
"An Engineering Approach to Computer Networking: Atm Networks, the Internet, and the Telephone Network",Engineering,Computer Science Engineering
Mobil Ip: Design Principles and Practices,Engineering,Computer Science Engineering
Reliability Engineering (Engineering Process Improvement),Engineering,Automobile Engineering
Linear Algebra and Differential Equations,Mathematics & Sciences,Mathematics & Statistics
Design and Use of Software Architectures: Adopting and Evolving A Product - Line Approach,Engineering,Computer Science Engineering
Real - Time Design Patterns: Robust Scalable Architecture for Real - Time Systems,Engineering,Computer Science Engineering
Human - Computer Interaction In the New Millennium,Engineering,Instrumentation Engineering
Evaluating Software Architectures: Methods and Case Studies,Engineering,Computer Science Engineering
E - Business 2.0: Roadmap for Success,Business & Management,Business
"Discrete and Combinatorial Mathematics, 5th Ed",Mathematics & Sciences,Mathematics & Statistics
"Essential Xml Quick Reference - A Programmer*S Reference to Xml,",Engineering,Computer Science Engineering
"Software Configuration Management Patterns: Effective Teamwork, Practical Integration",Engineering,Computer Science Engineering
Business Intelligence Roadmap: the Complete Project Lifecycle for Decision - Support Applications (With CD),Engineering,Computer Science Engineering
Embedded C,Engineering,Computer Science Engineering
Linear Optimal Control,Engineering,Electrical Engineering
The C++ Programming Language: Language Library and Design Tutorial,Engineering,Computer Science Engineering
Analysis Patterns Reusable Object Models,Engineering,Electronics and Communication Engineering
Human Biodiversity: Genes Race and History,Arts & Humanities,History
American Business & Public Policy,Business & Management,Business
"Integrated Egopsychology,  2Nd/Ed",Arts & Humanities,Psychology
Measurement In The Social Sciences,Mathematics & Sciences,Other Mathematics & Sciences
Social Institutions: Their Emergence Maint. & Effects,Arts & Humanities,Sociology
"Industries,  Firms,  and Jobs",Business & Management,Business
Social Justice and Political Change,Arts & Humanities,Political Science
Cultural History After Foucault,Arts & Humanities,History
Childhood Socialization 2Nd/Ed,Arts & Humanities,Sociology
Income Distribution Theory,Business & Management,Economics
Rate of Profit Distribution and Growth Two Views,Business & Management,Economics
Put Away,Arts & Humanities,Psychology
Attraction & Hostility,Arts & Humanities,Psychology
Experimental Psychology of Mental Retardation,Arts & Humanities,Psychology
Passion and Social Constraint,Arts & Humanities,Sociology
Decision Theory,Business & Management,Management
Rural Settlement and Land Use,Arts & Humanities,Geography
Scientific Analysis of Personality,Arts & Humanities,Psychology
Morality and Expediency,Business & Management,Management
Inflation and The Theory of Money,Business & Management,Economics
American Economic Policy From The Rev.To The New Deal,Business & Management,Economics
Arid Zones,Arts & Humanities,History
Psychology and Race,Arts & Humanities,Psychology
Programmed Learning In Perspective,Arts & Humanities,Psychology
Men In Crisis,Arts & Humanities,Sociology
Managers Personality & Performance,Business & Management,Management
Political Alienation and Political Behavior,Arts & Humanities,Political Science
Geography and Retailing,Arts & Humanities,Geography
Corporations and Society,Arts & Humanities,Sociology
Expectation Enterprise and Profit,Business & Management,Management
Control of Aggression,Arts & Humanities,Psychology
Regional Geography,Arts & Humanities,Geography
Central Business District,Business & Management,Business
The Interview,Arts & Humanities,Psychology
Crisis and Hope In American Education,Arts & Humanities,Education
Analytic Situation,Arts & Humanities,Psychology
City Politics and Planning,Engineering,Civil Engineering
Politics of American Foreign Aid,Arts & Humanities,Political Science
Regional City,Arts & Humanities,Other Arts & Humanities
Industrialization and Underdeveloped Countries,Arts & Humanities,Sociology
Positive Peer Culture 2 Edn,Arts & Humanities,"Art, Culture, Tourism"
Person Environment Practice,Mathematics & Sciences,Environment
Learning Motivation & Their Physiological Mechanisms,Medical,Anatomy
Man In Isolation & Confinement,Arts & Humanities,Psychology
Social Influence Processes,Arts & Humanities,Psychology
Two-Sector Model of General Equilibrium,Business & Management,Management
Rate of Exchange and The Terms of Trade,Business & Management,Economics
Introduction to Linear Algebra,Mathematics & Sciences,Mathematics & Statistics
Attitude Change The Competing Views,Arts & Humanities,Psychology
State of The Masses,Arts & Humanities,History
Population Growth: The Vital Revolution,Arts & Humanities,Sociology
Historical Geography of China,Arts & Humanities,Geography
Behavioral Methods In Social Welfare,Arts & Humanities,Sociology
Social Organization and Peasant Societies,Arts & Humanities,Sociology
Dictionary of Biology,Arts & Humanities,Language and Literature
Prevention of Cancer,Medical,Oncology
Challenge of Development,Business & Management,Management
Resale Price Maintenance,Business & Management,Management
Economics of Socialism After World War Two 1945-1990,Business & Management,Economics
Growing Economy,Business & Management,Management
Human Behavior Theory,Arts & Humanities,Psychology
Politics Without Power,Arts & Humanities,Political Science
Sketching Theoretical Biology,Mathematics & Sciences,Microbiology
Changing Frontiers In The Science of Psychotherapy,Arts & Humanities,Psychology
Interpersonal Behavior,Arts & Humanities,Psychology
Ego Psychology and Communication,Arts & Humanities,Psychology
Principles of Scientific Sociology,Arts & Humanities,Sociology
Family Therapy and Chronic Illness,Arts & Humanities,Psychology
Prehistoric America,Arts & Humanities,History
Heredity and Environment In 300 Adoptive Families,Arts & Humanities,Sociology
Foundations of Behavioral Therapy,Arts & Humanities,Psychology
Personality: Classic Theories and Modern Research,Arts & Humanities,Psychology
"Global Political Economy, 6th Ed",Arts & Humanities,Political Science
Processes and Materials of Manufacture,Engineering,Automobile Engineering
"Understanding Public Policy, 14th Ed",Business & Management,Economics
"Speech, Language, and Hearing Disorders: A Guide for the Teacher, 3rd Ed",Arts & Humanities,Education
"A History of Psychology: Ideas and Context, 4th Ed",Arts & Humanities,Psychology
History of Psychology - (Value Pack W/Mysearchlab),Arts & Humanities,Psychology
"International Politics: Enduring Concepts and Contemporary Issues, 11th Ed",Arts & Humanities,Political Science
"The Mysearchlab with Pearson Etext for History and Theory of Rhetoric: An Introduction, 5th Ed",Arts & Humanities,Political Science
Engineering Polymers,Engineering,Chemical Engineering
A History of Philosophy,Arts & Humanities,Philosophy
The Venture of Islam: the Classical Age of Islam V.1: Conscience and History In A World Civilization: the Classical Age of Islam,Arts & Humanities,History
Much Maligned Monsters: A History of European Reactions to Indian Art,Arts & Humanities,History
History of Political Philosophy,Arts & Humanities,Political Science
"A Manual for Writers of Research Papers, Theses, and Dissertations: Chicago Style for Students and Researchers",Arts & Humanities,Language and Literature
Writing Skills - Improve Your Ielts,Arts & Humanities,Language and Literature
Reading Skills - Improve Your Ielts,Arts & Humanities,Language and Literature
Macro Economics,Business & Management,Economics
"English Grammar for Today, 2nd Ed: A New Introduction",Arts & Humanities,English
Introduction to Management,Business & Management,Management
Sengupta_An Introduction to Electromagne,Engineering,Electronics and Communication Engineering
Basic Mathematics & its Application In Economics,Business & Management,Economics
Dulvi_Foundation English,Arts & Humanities,"Art, Culture, Tourism"
Textbook of Physical Chemistry Vol 2,Mathematics & Sciences,Chemistry
Garg_Nucrfar Physics: Basic Concepts..,Mathematics & Sciences,Physics
Datta_A New Look At Stereochemistry,Mathematics & Sciences,Chemistry
Polytechnic Mathematics Vol. 1,Mathematics & Sciences,Mathematics & Statistics
Thakur&Parmar_Polytechnic Mathematics,Mathematics & Sciences,Mathematics & Statistics
Western Political Thought,Arts & Humanities,Political Science
Gurdip Singh_International Law (2E),Law,Other Law
Soundararaj_Basic Communicion In English,Arts & Humanities,Language and Literature
Understanding International Relations,Arts & Humanities,Political Science
Krishnakant_An Introduction Tomicroproc,Engineering,Electronics and Communication Engineering
Purnima Sekhar_English In Social Dimensi,Arts & Humanities,Language and Literature
"Statistics for Business and Economics, 4th Ed",Mathematics & Sciences,Mathematics & Statistics
Advanced Bank Management Caiib Exam,Business & Management,Finance
Retail Banking Caiib Examination,Business & Management,Finance
"Management Information Systems, 3rd Ed",Business & Management,Management
Subramanyam_Experiments In Electronics.,Engineering,Electronics and Communication Engineering
Engineering Chemistry,Mathematics & Sciences,Chemistry
E Commerce,Engineering,Instrumentation Engineering
Risk Management Caiib Examination,Business & Management,Finance
10 Elements for Effective Management,Business & Management,Management
Betterness In Business,Business & Management,Other Business and Management
"Database Management System: Concept, Design, Architecture & Sql",Engineering,Computer Science Engineering
Sanghi_Human Resource Management,Business & Management,Management
Textbook of Physical Chemistry Vol 1,Mathematics & Sciences,Chemistry
"A Textbook of Physical Chemistry (Vol. 6), 2nd Ed",Mathematics & Sciences,Chemistry
Gill_Cryptography & Network Security.,Engineering,Computer Science Engineering
It Skills for Successful Study,Arts & Humanities,Language and Literature
Civil Engineering Materials,Engineering,Civil Engineering
Speaking and Writing for Effective Business Communication,Business & Management,Business
Management Accounting Concepts & Applications,Business & Management,Accounting
Business Communication,Business & Management,Business
"Human Embryology, 8th Ed",Medical,Medicine
Raj to Swaraj - Textbook on Colonialism & Nationalism In India,Arts & Humanities,Political Science
"Environment, Development and Society In Contemporary India: An Introduction",Arts & Humanities,Sociology
Grammar Book for You & I Oops Me,Engineering,Automobile Engineering
Legal and Regulatory Aspects of Banking for Jaiib/ Diploma In Banking and Finance Exam,Business & Management,Finance
Quick Solutions to Common Errors In English,Arts & Humanities,Language and Literature
Elements of Numerical Analysis,Engineering,Mechanical Engineering
"Habbar_Computer Architecture, 1st Ed",Engineering,Computer Science Engineering
Marketing Management Global Perspective Indian Context,Business & Management,Management
"Srinath_Design Essential of Engineering., 1st Ed",Engineering,Other Engineering
"Joshi's Process Equipment Design, 4th Ed",Engineering,Chemical Engineering
Developing Communication Skills,Engineering,Biochemical / Biomedical Engineering
"Operations Research: Theory and Applications, 4th Ed",Engineering,Automobile Engineering
"An Introduction to Political Theory, 5th Ed",Arts & Humanities,Political Science
Speaking English Effectively,Engineering,Automobile Engineering
Desire In Language: A Semiotic Approach to Literature and Art,Arts & Humanities,Language and Literature
Gendering World Politics,Arts & Humanities,Political Science
"Against History,  Against State",Arts & Humanities,History
"The Origins of Business,  Money,  and Markets",Business & Management,Business
Multimedia and Communications Technology,Engineering,Computer Science Engineering
"Digital Audio Technology, 4th Rev Ed",Engineering,Other Engineering
"Basic Tv Technology, 4th Ed: Digital and Analog (Media Manuals)",Engineering,Electronics and Communication Engineering
The Edifice Complex: the Architecture of Power,Engineering,Architecture
Money & Power,Business & Management,Business
Third World Women and the Politics of Feminism,Arts & Humanities,Sociology
"Factory Physics : Foundations Of Manufacturing Management, Hb",Mathematics & Sciences,Physics
"Analysis for Financial Management (Irwin/Mcgraw - Hill Series In Finance, Insurance, and Real Estate), 5th Ed",Business & Management,Finance
Consumer Behavior and Marketing Strategy European Ed,Business & Management,Management
"Hom, Operations Management Software for Windows - Gaining Competitive Advantage From Operations, 1st Ed",Engineering,Computer Science Engineering
Art Of Agent-Oriented Modeling,Engineering,Computer Science Engineering
Learning And Inference In Computational Systems Biology,Mathematics & Sciences,Other Mathematics & Sciences
"A Semantic Web Primer, 3rd Ed",Engineering,Information Technology
Discrete Choice Analysis: Theory and Application to Travel Demand (Transportation Studies),Arts & Humanities,"Art, Culture, Tourism"
Lives of The Laureates,Business & Management,Management
Strategies and Games: Theory and Practice,Engineering,Instrumentation Engineering
Three - Dimensional Computer Vision (Artificial Intelligence),Engineering,Electrical Engineering
Introduction to Statistical Relational Learning (Adaptive Computation and Machine Learning),Engineering,Computer Science Engineering
Robot Vision (Mit Electrical Engineering and Computer Science),Engineering,Electrical Engineering
An Introduction to Bioinformatics Algorithms (Computational Molecular Biology),Engineering,BioTechnology
"Aircraft Engines and Gas Turbines, 2nd Ed",Engineering,Mechanical Engineering
An Introduction to Computational Learning Theory,Engineering,Instrumentation Engineering
Functions In Biological And Artificial Worlds,Engineering,Biochemical / Biomedical Engineering
Foundations of Statistical Natural Language Processing,Mathematics & Sciences,Mathematics & Statistics
Types and Programming Languages,Engineering,Computer Science Engineering
Chess Metaphors,Arts & Humanities,Psychology
The Theory of Industrial Organization,Business & Management,Management
Artificial Life Vi: Proceedings of the Sixth International Conference on Artificial Life [With *],Engineering,Computer Science Engineering
The Craft of Prolog (Logic Programming),Engineering,Computer Science Engineering
"Computationa, Cognition And Pylyshyn",Engineering,Computer Science Engineering
Where Does Binding Theory Apply,Mathematics & Sciences,Chemistry
An Introduction to Distributed Algorithms,Engineering,Computer Science Engineering
"Tomorrow's Energy: Hydrogen, Fuel Cells, and the Prospects for A Cleaner Planet",Engineering,Chemical Engineering
The Processes of Life: An Introduction to Molecular Biology,Mathematics & Sciences,Microbiology
Science In History: the Natural Sciences In Our Time (Vol III),Arts & Humanities,History
Artificial Life Vii: Proceedings of the Seventh International Conference on Artificial Life,Engineering,Computer Science Engineering
Solar Revolution: the Economic Transformation of the Global Energy Industry,Engineering,Electrical Engineering
Neurophilosophy: Toward A Unified Science of the Mind - Brain,Arts & Humanities,Philosophy
"Statistical Language Learning (Language, Speech, and Communication)",Mathematics & Sciences,Mathematics & Statistics
Welcome to the Hotel Architecture (Writing Architecture),Engineering,Architecture
The Democracy Sourcebook,Arts & Humanities,Political Science
Low - Density Parity - Check Codes,Engineering,Instrumentation Engineering
"Tomorrow's Energy: Hydrogen, Fuel Cells, and the Prospects for A Cleaner Planet",Engineering,Automobile Engineering
"Artificial Life: Proceedings of the Fifth International Workshop on the Synthesis and Simulation of Living Systems, May 16 - 18, 1",Engineering,Computer Science Engineering
Neural Networks for Control,Engineering,Mechanical Engineering
Varieties of Practical Resaoning,Arts & Humanities,Philosophy
"Parallel Distributed Processing, Vol. 1: Foundations",Engineering,Civil Engineering
Metal Cutting Principles,Engineering,Industrial / Production Engineering
Innovation and Incentives,Engineering,Biochemical / Biomedical Engineering
"The Internal Combustion Engine In Theory and Practice: Vol. 1 -, 2nd Ed, Revised: Thermodynamics, Fluid Flow, Performance",Mathematics & Sciences,Physics
Robotics Science and Systems-1,Engineering,Electrical Engineering
Mutiagent Systems - A Modern Approach to Distributed Artificial,Engineering,Computer Science Engineering
Gartside's Model Business Letters and Other Business Documents,Engineering,Biochemical / Biomedical Engineering
Accounting An Introduction,Business & Management,Accounting
"Natural Resource and Environmental Economics, 3rd Ed",Business & Management,Economics
Outsourcing Dilemma,Arts & Humanities,Psychology
The Business Student's Handbook: Learning Skills for Study and Employment,Engineering,Computer Science Engineering
Fundamentals of Financial Management,Engineering,Electronics and Communication Engineering
An Introduction to Geographical Information Systems,Business & Management,Information Systems
Sustainable Business,Business & Management,Business
Introduction to Finite Elements In Engineering,Engineering,Aeronautical / Aerospace Engineering
Restructuring Education: Innovations and Evaluations of Alternative Systems (Privatizing Government),Arts & Humanities,Education
India Changes Course,Arts & Humanities,History
Psychology of Terrorism: Coping with the Continuing Threat,Arts & Humanities,Psychology
How to Protect Your Children on the Internet: A Road Map for Parents and Teachers,Arts & Humanities,Education
"Energy Security Challenges for the 21st Century: A Reference Handbook (Contemporary Military, Strategic, and Security Issues)",Arts & Humanities,Political Science
Dissident Women,Arts & Humanities,Sociology
A Common Faith (The Terry Lectures Series),Arts & Humanities,Philosophy
"Justice, Equal Opportunity and the Family",Arts & Humanities,Philosophy
The Death of Tragedy,Arts & Humanities,Sociology
The Madwoman In the Attic,Arts & Humanities,Language and Literature
"Medicine and Magnificence: British Hospital and Asylum Architecture, 1660 - 1815",Engineering,Architecture
"The Mall In Washington, 1791 - 1991, 2nd Ed",Engineering,Architecture
Nearest Thing to Heaven: the Empire State Building and American Dreams,Engineering,Architecture
Every Farm A Factory,Arts & Humanities,History
Collaborative Enterprise,Business & Management,Management
The Second Arab Awakening,Arts & Humanities,Sociology
Thin Film Solar Cells,Engineering,Biochemical / Biomedical Engineering
Genetic Engineering of Plants (Nato Conference Series),Mathematics & Sciences,Botany
Fiber Optics: Technology and Applications (Applications of Communications Theory),Engineering,Electronics and Communication Engineering
"Guided - Wave Optoelectronics - Device Characterization, Analysis",Engineering,Electronics and Communication Engineering
"A Guide to Physics Problems: Part 2: Thermodynamics, Statistical Physics, and Quantum Mechanics",Mathematics & Sciences,Physics
"Simulation of Communication Systems: Modeling, Methodology and Techniques (Information Technology: Transmission, Processing And",Engineering,Electronics and Communication Engineering
Biorelated Polymers: Sustainable Polymer Science and Technology: Combined Proceedings of the First and Second International Conf,Engineering,Metallurgical Engineering & Material Sciences
An Introduction to Queueing Systems (Network and Systems Management),Engineering,Computer Science Engineering
The Nucleolus,Mathematics & Sciences,Microbiology
Eukaryotic Dna Damage Surveillance And Repair,Engineering,Aeronautical / Aerospace Engineering
"Vogue Living: Houses, Gardens, People",Engineering,Architecture
"Anatomy of An Epidemic: Magic Bullets, Psychiatric Drugs, and the Astonishing Rise of Mental Illness In America",Medical,Medicine
Once Before Time: A Whole Story of the Universe,Mathematics & Sciences,Physics
Heart 411: the Only Guide to Heart Health You'Ll Ever Need,Medical,Medicine
American Icon: Alan Mulally and the Fight to Save the Ford Motor Company,Business & Management,Business
365 Manners Kids Should Know,Arts & Humanities,Sociology
White House Burning,Business & Management,Finance
Feynman's Rainbow: A Search for Beauty In Physics and In Life,Mathematics & Sciences,Physics
Stem Cells & The Future of Regenerative Medicine,Medical,Medicine
Predicting Invasions of Nonindig.Plants & Plant Pests,Mathematics & Sciences,Botany
Scientific Research In Education,Arts & Humanities,Education
True Genius,Arts & Humanities,Language and Literature
Countering Agricultural Bioterrorism,Mathematics & Sciences,Agriculture & Food Tech.
Frontiers In High Energy Density Physics,Mathematics & Sciences,Physics
End of Stress As We Know It,Arts & Humanities,Psychology
Fed Up!: Winning the War Against Childhood Obesity,Medical,Nutrition
Imroving Road Safety In Developing Countries,Engineering,Civil Engineering
Public Health Risks of Disasters,Medical,Other Medical
Fundamental Role of Science and Technology,Engineering,Other Engineering
Rewarding Provider Performance,Arts & Humanities,History
An Assessment of Sbir Program At Nat. Science Foundatio,Mathematics & Sciences,Other Mathematics & Sciences
New Directions for Understanding Systemic Risk,Arts & Humanities,Other Arts & Humanities
Recognition & Alleviation of Distress In Laboratory Animals,Mathematics & Sciences,Zoology
Neuroscience Biomarkers and Biosignatures,Medical,Neurology
Review of The Toxicologic and Radiologic Risks to Military,Medical,Radiology
Understanding American Agriculture,Engineering,Agricultural Engineering
Earth Observations From Space (With Cd),Mathematics & Sciences,Space Science
Global Infectious Disease Surveillance & Detection,Medical,Medicine
Acute Exp.Guideline Levels for Sel.Airborne Chem.,Self Help,Self Help
Role of Theory In Advancing 21St Century Biology,Mathematics & Sciences,Microbiology
U.S. Conventional Prompt Global Strike,Business & Management,Other Business and Management
Offshoring of Engineering,Engineering,Other Engineering
"Hydrology,  Ecology,  and Fishes of The Klamath River Bas",Mathematics & Sciences,Earth Sciences
Standardizing Medication Labels,Medical,Medicine
Innovation In Global Industries,Business & Management,Other Business and Management
Venture Philanthropy Strategies to Support Translational,Arts & Humanities,Sociology
Behavioral Modeling and Simulation,Arts & Humanities,Psychology
Estimating Mortality Risk Reductin & Ec.Ben.From Cop,Arts & Humanities,Other Arts & Humanities
The Personal Protective Technology Program At Niosh,Engineering,Other Engineering
Ensuring The Climate Record From Npoess and Goes-R Spac,Mathematics & Sciences,Environment
Acute Exposure Guideline Levels for Selec.Airborne Chem,Self Help,Self Help
Preparing Teachers - Buidling Evidence for Sound Policy,Arts & Humanities,Education
Recognition & Alleviation of Pain In Laboratory Animals,Mathematics & Sciences,Zoology
Restructuring Federal Climate Research to Meet The Challenge,Mathematics & Sciences,Environment
Transform Agricultural Education for A Changing World,Arts & Humanities,Education
Engineering In K-12 Education,Arts & Humanities,Education
Infectious Disease Movement In A Borderless World,Medical,Medicine
New Biology for The 21St Century,Mathematics & Sciences,Microbiology
Responsible Research With Biological Select Agents,Self Help,Self Help
America's Climate Choices,Mathematics & Sciences,Environment
Hidden Costs of Energy,Business & Management,Management
Priorities for The National Vaccine Plan,Medical,Medicine
Choosing The Nation's Fiscal Future,Business & Management,Management
Toward Sustainble Agricultural Systems In The 21St Cent,Arts & Humanities,History
Climate Stabilization Targets,Mathematics & Sciences,Environment
"Engineering,  Social Justice,  and Sustainable Community",Engineering,Other Engineering
Developoing & Evaluating Methods for Using American,Arts & Humanities,Sociology
Extending The Spectrum of Precompetitive Collaboration,Medical,Oncology
Rare Diseases and Orphan Products,Medical,Medicine
Precise Geodetic Infrastructure,Mathematics & Sciences,Earth Sciences
The Future of Nursing Leading Change Advancing Health,Medical,Nursing
Critical Code: Software Producibility for Defense,Engineering,Computer Science Engineering
"Research Training In The Biomedical,  Behavioural & Clin",Engineering,Biochemical / Biomedical Engineering
Standards for K-12 Engineering Education?,Arts & Humanities,Education
Facilitating Climate Change Responses,Mathematics & Sciences,Environment
"Risinag Above The Gathering Strom,  Revisited",Business & Management,Management
Establishing Precompetitve Collaborations to Stimulate,Medical,Medicine
New Profile of Drug-Resistant Tuberculosis In Russia,Medical,Medicine
Sociocultural Data to Accomplish Department of Defense,Arts & Humanities,Sociology
Waste Forms Technology and Performance,Engineering,Other Engineering
Plan for Evaluating The District of Columbi's Public Sc,Business & Management,Management
"Climate Change The Indoor Environment,  and Health",Mathematics & Sciences,Environment
Legal Strategies In Childhood Obesity Prevention,Medical,Nutrition
Early Childhood Obesity Prevention,Medical,Nutrition
Geographic Adjustment: In Medicare Payment,Arts & Humanities,Geography
Review of The Use of Science & Ada.Mgmt.California's,Business & Management,Other Business and Management
Implementing A National Cancer Clinical Tirals Sys.,Medical,Oncology
Adverse Effects of Vaccines,Medical,Medicine
Facilitating Innovation In The Federal Statistical Sys.,Mathematics & Sciences,Mathematics & Statistics
A Framework for K-12 Science Education,Arts & Humanities,Education
Measuring The Impacts of Federal Investments In Researc,Business & Management,Investment
Front-Of-Package Nutrition Rating Systems and Symbols,Medical,Nutrition
Successful Stem Education,Arts & Humanities,Education
Proliferation Risk In Nuclear Fuel Cycles,Arts & Humanities,Other Arts & Humanities
Breast Cancer & The Environment,Medical,Oncology
Health It & Patient Safety,Medical,Nutrition
Frontiers of Engineering 2011,Engineering,Other Engineering
Application of Lightweighting Technology....,Engineering,Other Engineering
Barriers to Integratiing Crisis Standards of Care Princ,Arts & Humanities,Sociology
Predicting Outcomes From Investments In Maintenance & Repair,Business & Management,Investment
Strategies & Priorities for Information Technology At T,Engineering,Information Technology
Communicating Science & Engineering Data In The,Engineering,Other Engineering
Assuring A Future U S Based Nuclear & Radiochemistry Ex,Mathematics & Sciences,Chemistry
Safe & Effective Medicines for Children,Medical,Medicine
Alzheimer's Diagnostic Guideline Validation,Self Help,Self Help
International Animal Research Regulations,Mathematics & Sciences,Zoology
Ecosystem Services: Charting A Path to Sustainability,Arts & Humanities,Sociology
Communications & Technology for Violence Prevention,Engineering,Electronics and Communication Engineering
Fuling Innovation & Discovery,Business & Management,Other Business and Management
Recaptuing Nasa's Aeronautics Flight Research Capabilit,Engineering,Aeronautical / Aerospace Engineering
Testing of Body Armor Materials Phase Iii,Engineering,Metallurgical Engineering & Material Sciences
From Science to Business,Business & Management,Business
Education for Life and Work,Arts & Humanities,Education
Community Colleges In The Evolving Stem Education Lands,Arts & Humanities,Education
Challenges In Chemistry Graduate Education,Mathematics & Sciences,Chemistry
Building Public-Private Partnerships In Food & Nutritio,Business & Management,Business
Workforce Needs In Veterinary Medicine,Medical,Veterinary
